127.0.0.1 - - [07/Mar/2023:13:52:57 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /MVC_Board/css/inc.css HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2563
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /MVC_Board/css/inc.css HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:55 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2563
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/css/inc.css HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2563
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/css/inc.css HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2563
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /MVC_Board/css/inc.css HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:35:56 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:38:21 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2582
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:38:21 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:40:54 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:40:54 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 813
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:40:59 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:40:59 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 813
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:41:05 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:41:05 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 812
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:41:13 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:41:13 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 835
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:52:07 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:52:07 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Mar/2023:16:52:46 +0900] "GET /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2562
0:0:0:0:0:0:0:1 - - [07/Mar/2023:17:35:32 +0900] "POST /MVC_Board/BoardWriteForm.bo HTTP/1.1" 500 1576
0:0:0:0:0:0:0:1 - - [07/Mar/2023:17:35:45 +0900] "POST /MVC_Board/BoardWriteForm.bo HTTP/1.1" 500 1576
0:0:0:0:0:0:0:1 - - [07/Mar/2023:17:35:53 +0900] "POST /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2477
0:0:0:0:0:0:0:1 - - [07/Mar/2023:17:35:53 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [07/Mar/2023:17:36:05 +0900] "POST /MVC_Board/BoardWriteForm.bo HTTP/1.1" 200 2477
0:0:0:0:0:0:0:1 - - [07/Mar/2023:17:36:11 +0900] "POST /MVC_Board/BoardWritePro.bo HTTP/1.1" 200 -
